run,m,n,nT,c,a,b1,bn,σt,g0,g1,g1_std,τpot,tau3,stdp_type,connectivity_algorithm,αrecip,αconv,αdiv,αchain,timestep,pattern,act_corrs,temp_corrs,hit_rates,false_alarm_rates,d_primes
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,3,0.9758288538341963,0.2678072697791785,0.9485294117647058,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,4,0.9938398007682371,0.16348242856052236,0.9852941176470589,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,3,5,0.9978209396464541,0.16047141155523567,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,4,1,0.9978209396464541,0.11819218719231198,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,5,2,0.9978209396464541,0.054482719700038866,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,6,3,0.9978209396464541,-4.1186121408140104e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,7,4,0.9978209396464541,-4.1186121408140104e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,8,5,0.9978209396464541,-4.1186121408140104e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,9,1,0.9978209396464541,-4.1186121408140104e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,10,2,0.9978209396464541,-4.1186121408140104e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,0,3,0.683116573775787,0.9855072463768118,0.47586206896551725,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,4,0.9743852968583865,0.4535076258124137,0.9448275862068966,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,5,0.9866084454700491,0.31201967139559067,0.9724137931034482,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,3,1,0.9979423614483431,0.0968361246718281,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,4,2,0.9960591181893318,0.04015457319673465,0.993103448275862,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,5,3,0.9979423614483431,0.0974559021823635,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,6,4,0.9979423614483431,-1.3465786569816034e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,7,5,0.9979423614483431,-1.3465786569816034e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,8,1,0.9979423614483431,-1.3465786569816034e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,9,2,0.9979423614483431,-1.3465786569816034e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,10,3,0.9979423614483431,-1.3465786569816034e-17,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,0,4,0.6448338647567151,0.9850746268656716,0.42948717948717946,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,5,0.9651705501921038,0.41158164598335284,0.9294871794871795,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,1,0.9862594948851149,0.25650576422257065,0.9743589743589743,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,3,2,0.9977930915791684,0.058301041519725906,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,4,3,0.9977930915791684,0.04890364766564921,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,5,4,0.9977930915791684,-0.0026353369097968705,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,6,5,0.9977930915791684,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,7,1,0.9977930915791684,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,8,2,0.9977930915791684,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,9,3,0.9977930915791684,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,10,4,0.9977930915791684,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,0,5,0.7254232207260153,0.9886363636363636,0.5398773006134969,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,1,0.988777981066986,0.2653509036699124,0.9815950920245399,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,2,0.9986130519557269,0.09848427027060133,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,3,3,0.9986130519557269,0.09827797915178581,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,4,4,0.9986130519557269,-0.004012529961111292,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,5,5,0.9986130519557269,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,6,1,0.9986130519557269,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,7,2,0.9986130519557269,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,8,3,0.9986130519557269,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,9,4,0.9986130519557269,NaN,1.0,0.0,Inf
2,5,3000,10,0.25,0.05,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,10,5,0.9986130519557269,NaN,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,0,1,0.6756166714848237,0.993006993006993,0.48639455782312924,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,2,0.9920931380144492,0.286641505270624,0.9829931972789115,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,3,0.9971833185518075,0.11885673203842494,0.9965986394557823,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,3,4,0.9978338397465969,-0.028206890406332518,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,4,5,0.9978338397465969,-0.13484440854627308,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,5,1,0.9978338397465969,-0.03865487415057388,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,6,2,0.9978338397465969,1.628665279299566e-17,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,7,3,0.9978338397465969,1.628665279299566e-17,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,8,4,0.9978338397465969,1.628665279299566e-17,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,9,5,0.9978338397465969,1.628665279299566e-17,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,10,1,0.9978338397465969,1.628665279299566e-17,1.0,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,0,2,0.6897298198914859,0.993421052631579,0.5016501650165016,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,1,3,0.997154589297528,0.3199189166626505,0.9966996699669967,0.0,Inf
3,5,3000,10,0.25,0.1,0.5,1.0,0.2,0.0,0.1,0.0,1.0,1.0,symmetric,random,1.0,1.0,1.0,1.0,2,4,0.9981874887981953,0.11171522355789393,1.0,0.0,Inf
